temperature,city,pression,date
284.11, Nantes,1029,2024-12-24 13:05:03
269.58, Grenoble,1026,2024-12-24 13:05:03
281.98, Marseille,1019,2024-12-24 13:05:03
277.51, Lyon,1029,2024-12-24 13:05:03
264.21,Montreal,1023,2024-12-24 13:05:03
271.94,New York,1026,2024-12-24 13:05:03
305.19,Conakry,1011,2024-12-24 13:05:03
297.22,Dakar,1013,2024-12-24 13:05:03
284.14,Toulouse,1029,2024-12-24 13:04:03
284.11, Nantes,1029,2024-12-24 13:04:03
269.58, Grenoble,1026,2024-12-24 13:04:03
281.98, Marseille,1019,2024-12-24 13:04:03
277.51, Lyon,1029,2024-12-24 13:04:03
264.21,Montreal,1023,2024-12-24 13:04:03
271.94,New York,1026,2024-12-24 13:04:03
305.19,Conakry,1011,2024-12-24 13:04:03
297.22,Dakar,1013,2024-12-24 13:04:03
284.14,Toulouse,1029,2024-12-24 13:03:02
284.11, Nantes,1029,2024-12-24 13:03:02
269.58, Grenoble,1026,2024-12-24 13:03:02
281.98, Marseille,1019,2024-12-24 13:03:02
277.51, Lyon,1029,2024-12-24 13:03:02
264.21,Montreal,1023,2024-12-24 13:03:02
271.94,New York,1026,2024-12-24 13:03:02
305.19,Conakry,1011,2024-12-24 13:03:02
297.22,Dakar,1013,2024-12-24 13:03:02
284.14,Toulouse,1029,2024-12-24 13:02:03
284.11, Nantes,1029,2024-12-24 13:02:03
269.58, Grenoble,1026,2024-12-24 13:02:03
281.98, Marseille,1019,2024-12-24 13:02:03
277.51, Lyon,1029,2024-12-24 13:02:03
264.21,Montreal,1023,2024-12-24 13:02:03
271.94,New York,1026,2024-12-24 13:02:03
305.19,Conakry,1011,2024-12-24 13:02:03
297.22,Dakar,1013,2024-12-24 13:02:03
284.14,Toulouse,1029,2024-12-24 13:01:03
284.11, Nantes,1029,2024-12-24 13:01:03
269.58, Grenoble,1026,2024-12-24 13:01:03
281.98, Marseille,1019,2024-12-24 13:01:03
277.51, Lyon,1029,2024-12-24 13:01:03
264.21,Montreal,1023,2024-12-24 13:01:03
271.94,New York,1026,2024-12-24 13:01:03
305.19,Conakry,1011,2024-12-24 13:01:03
297.22,Dakar,1013,2024-12-24 13:01:03
284.14,Toulouse,1029,2024-12-24 13:00:02
284.11, Nantes,1029,2024-12-24 13:00:02
269.58, Grenoble,1026,2024-12-24 13:00:02
281.98, Marseille,1019,2024-12-24 13:00:02
277.51, Lyon,1029,2024-12-24 13:00:02
264.21,Montreal,1023,2024-12-24 13:00:02
271.94,New York,1026,2024-12-24 13:00:02
305.19,Conakry,1011,2024-12-24 13:00:02
297.22,Dakar,1013,2024-12-24 13:00:02
284.14,Toulouse,1029,2024-12-24 12:59:03
284.11, Nantes,1029,2024-12-24 12:59:03
269.58, Grenoble,1026,2024-12-24 12:59:03
281.98, Marseille,1019,2024-12-24 12:59:03
277.51, Lyon,1029,2024-12-24 12:59:03
264.21,Montreal,1023,2024-12-24 12:59:03
271.94,New York,1026,2024-12-24 12:59:03
305.19,Conakry,1011,2024-12-24 12:59:03
297.22,Dakar,1013,2024-12-24 12:59:03
284.14,Toulouse,1029,2024-12-24 12:58:03
284.11, Nantes,1029,2024-12-24 12:58:03
269.58, Grenoble,1026,2024-12-24 12:58:03
281.98, Marseille,1019,2024-12-24 12:58:03
277.51, Lyon,1029,2024-12-24 12:58:03
264.21,Montreal,1023,2024-12-24 12:58:03
271.94,New York,1026,2024-12-24 12:58:03
305.19,Conakry,1011,2024-12-24 12:58:03
297.22,Dakar,1013,2024-12-24 12:58:03
284.14,Toulouse,1029,2024-12-24 12:57:03
284.11, Nantes,1029,2024-12-24 12:57:03
269.58, Grenoble,1026,2024-12-24 12:57:03
281.54, Marseille,1019,2024-12-24 12:57:03
277.51, Lyon,1029,2024-12-24 12:57:03
264.21,Montreal,1023,2024-12-24 12:57:03
271.94,New York,1026,2024-12-24 12:57:03
305.19,Conakry,1011,2024-12-24 12:57:03
297.22,Dakar,1013,2024-12-24 12:57:03
284.14,Toulouse,1029,2024-12-24 12:56:04
284.11, Nantes,1029,2024-12-24 12:56:04
269.58, Grenoble,1026,2024-12-24 12:56:04
281.54, Marseille,1019,2024-12-24 12:56:04
277.32, Lyon,1029,2024-12-24 12:56:04
264.33,Montreal,1023,2024-12-24 12:56:04
271.94,New York,1026,2024-12-24 12:56:04
305.19,Conakry,1011,2024-12-24 12:56:04
297.22,Dakar,1013,2024-12-24 12:56:04
284.14,Toulouse,1029,2024-12-24 12:55:03
284.11, Nantes,1029,2024-12-24 12:55:03
269.58, Grenoble,1026,2024-12-24 12:55:03
281.98, Marseille,1019,2024-12-24 12:55:03
277.51, Lyon,1029,2024-12-24 12:55:03
264.29,Montreal,1023,2024-12-24 12:55:03
272.02,New York,1026,2024-12-24 12:55:03
305.19,Conakry,1011,2024-12-24 12:55:03
297.22,Dakar,1013,2024-12-24 12:55:03
284.14,Toulouse,1029,2024-12-24 12:54:03
284.11, Nantes,1029,2024-12-24 12:54:03
269.58, Grenoble,1026,2024-12-24 12:54:03
281.98, Marseille,1019,2024-12-24 12:54:03
277.51, Lyon,1029,2024-12-24 12:54:03
264.29,Montreal,1023,2024-12-24 12:54:03
272.02,New York,1026,2024-12-24 12:54:03
305.19,Conakry,1011,2024-12-24 12:54:03
297.22,Dakar,1013,2024-12-24 12:54:03
284.14,Toulouse,1029,2024-12-24 12:53:03
284.11, Nantes,1029,2024-12-24 12:53:03
269.58, Grenoble,1026,2024-12-24 12:53:03
281.54, Marseille,1019,2024-12-24 12:53:03
277.51, Lyon,1029,2024-12-24 12:53:03
264.33,Montreal,1023,2024-12-24 12:53:03
271.97,New York,1026,2024-12-24 12:53:03
305.19,Conakry,1011,2024-12-24 12:53:03
297.22,Dakar,1013,2024-12-24 12:53:03
284.14,Toulouse,1029,2024-12-24 12:52:02
284.11, Nantes,1029,2024-12-24 12:52:02
269.58, Grenoble,1026,2024-12-24 12:52:02
281.54, Marseille,1019,2024-12-24 12:52:02
277.51, Lyon,1029,2024-12-24 12:52:02
264.33,Montreal,1023,2024-12-24 12:52:02
271.97,New York,1026,2024-12-24 12:52:02
305.19,Conakry,1011,2024-12-24 12:52:02
297.22,Dakar,1013,2024-12-24 12:52:02
284.14,Toulouse,1029,2024-12-24 12:51:04
284.11, Nantes,1029,2024-12-24 12:51:04
269.58, Grenoble,1026,2024-12-24 12:51:04
281.54, Marseille,1019,2024-12-24 12:51:04
277.32, Lyon,1029,2024-12-24 12:51:04
264.33,Montreal,1023,2024-12-24 12:51:04
272.39,New York,1026,2024-12-24 12:51:04
305.19,Conakry,1011,2024-12-24 12:51:04
297.22,Dakar,1013,2024-12-24 12:51:04
284.14,Toulouse,1029,2024-12-24 12:50:04
284.11, Nantes,1029,2024-12-24 12:50:04
269.58, Grenoble,1026,2024-12-24 12:50:04
281.54, Marseille,1019,2024-12-24 12:50:04
277.32, Lyon,1029,2024-12-24 12:50:04
264.33,Montreal,1023,2024-12-24 12:50:04
272.39,New York,1026,2024-12-24 12:50:04
305.19,Conakry,1011,2024-12-24 12:50:04
297.22,Dakar,1013,2024-12-24 12:50:04
284.14,Toulouse,1029,2024-12-24 12:49:04
284.11, Nantes,1029,2024-12-24 12:49:04
269.58, Grenoble,1026,2024-12-24 12:49:04
281.54, Marseille,1019,2024-12-24 12:49:04
277.32, Lyon,1029,2024-12-24 12:49:04
264.33,Montreal,1023,2024-12-24 12:49:04
272.39,New York,1026,2024-12-24 12:49:04
305.19,Conakry,1011,2024-12-24 12:49:04
297.22,Dakar,1013,2024-12-24 12:49:04
284.14,Toulouse,1029,2024-12-24 12:48:04
284.11, Nantes,1029,2024-12-24 12:48:04
269.58, Grenoble,1026,2024-12-24 12:48:04
281.54, Marseille,1019,2024-12-24 12:48:04
277.32, Lyon,1029,2024-12-24 12:48:04
264.33,Montreal,1023,2024-12-24 12:48:04
272.39,New York,1026,2024-12-24 12:48:04
305.19,Conakry,1011,2024-12-24 12:48:04
297.22,Dakar,1013,2024-12-24 12:48:04
283.14,Toulouse,1029,2024-12-24 12:47:03
284.11, Nantes,1029,2024-12-24 12:47:03
269.58, Grenoble,1026,2024-12-24 12:47:03
281.54, Marseille,1019,2024-12-24 12:47:03
277.32, Lyon,1029,2024-12-24 12:47:03
264.33,Montreal,1023,2024-12-24 12:47:03
272.44,New York,1026,2024-12-24 12:47:03
305.19,Conakry,1011,2024-12-24 12:47:03
297.22,Dakar,1013,2024-12-24 12:47:03
283.14,Toulouse,1029,2024-12-24 12:46:03
284.11, Nantes,1029,2024-12-24 12:46:03
269.58, Grenoble,1026,2024-12-24 12:46:03
281.54, Marseille,1019,2024-12-24 12:46:03
277.32, Lyon,1029,2024-12-24 12:46:03
264.33,Montreal,1023,2024-12-24 12:46:03
272.44,New York,1026,2024-12-24 12:46:03
305.19,Conakry,1011,2024-12-24 12:46:03
297.22,Dakar,1013,2024-12-24 12:46:03
283.14,Toulouse,1029,2024-12-24 12:45:03
284.11, Nantes,1029,2024-12-24 12:45:03
269.58, Grenoble,1026,2024-12-24 12:45:03
281.54, Marseille,1019,2024-12-24 12:45:03
277.32, Lyon,1029,2024-12-24 12:45:03
264.33,Montreal,1023,2024-12-24 12:45:03
272.44,New York,1026,2024-12-24 12:45:03
305.19,Conakry,1011,2024-12-24 12:45:03
297.22,Dakar,1013,2024-12-24 12:45:03
283.14,Toulouse,1029,2024-12-24 12:44:03
284.11, Nantes,1029,2024-12-24 12:44:03
269.58, Grenoble,1026,2024-12-24 12:44:03
281.54, Marseille,1019,2024-12-24 12:44:03
277.32, Lyon,1029,2024-12-24 12:44:03
264.33,Montreal,1023,2024-12-24 12:44:03
272.44,New York,1026,2024-12-24 12:44:03
305.19,Conakry,1011,2024-12-24 12:44:03
297.22,Dakar,1013,2024-12-24 12:44:03
283.14,Toulouse,1029,2024-12-24 12:43:03
284.11, Nantes,1029,2024-12-24 12:43:03
269.58, Grenoble,1026,2024-12-24 12:43:03
281.54, Marseille,1019,2024-12-24 12:43:03
277.32, Lyon,1029,2024-12-24 12:43:03
264.33,Montreal,1023,2024-12-24 12:43:03
272.44,New York,1026,2024-12-24 12:43:03
305.19,Conakry,1011,2024-12-24 12:43:03
297.22,Dakar,1013,2024-12-24 12:43:03
283.14,Toulouse,1029,2024-12-24 12:42:03
284.11, Nantes,1029,2024-12-24 12:42:03
269.58, Grenoble,1026,2024-12-24 12:42:03
281.54, Marseille,1019,2024-12-24 12:42:03
277.32, Lyon,1029,2024-12-24 12:42:03
264.33,Montreal,1023,2024-12-24 12:42:03
272.44,New York,1026,2024-12-24 12:42:03
305.19,Conakry,1011,2024-12-24 12:42:03
297.22,Dakar,1013,2024-12-24 12:42:03
283.14,Toulouse,1029,2024-12-24 12:41:03
284.11, Nantes,1029,2024-12-24 12:41:03
269.58, Grenoble,1026,2024-12-24 12:41:03
281.54, Marseille,1019,2024-12-24 12:41:03
277.32, Lyon,1029,2024-12-24 12:41:03
264.33,Montreal,1023,2024-12-24 12:41:03
272.44,New York,1026,2024-12-24 12:41:03
305.19,Conakry,1011,2024-12-24 12:41:03
297.22,Dakar,1013,2024-12-24 12:41:03
283.14,Toulouse,1029,2024-12-24 12:40:03
284.11, Nantes,1029,2024-12-24 12:40:03
269.58, Grenoble,1026,2024-12-24 12:40:03
281.54, Marseille,1019,2024-12-24 12:40:03
277.32, Lyon,1029,2024-12-24 12:40:03
264.33,Montreal,1023,2024-12-24 12:40:03
272.55,New York,1027,2024-12-24 12:40:03
305.19,Conakry,1011,2024-12-24 12:40:03
297.22,Dakar,1013,2024-12-24 12:40:03
283.14,Toulouse,1029,2024-12-24 12:39:03
284.11, Nantes,1029,2024-12-24 12:39:03
269.58, Grenoble,1026,2024-12-24 12:39:03
281.54, Marseille,1019,2024-12-24 12:39:03
277.32, Lyon,1029,2024-12-24 12:39:03
264.33,Montreal,1023,2024-12-24 12:39:03
272.55,New York,1027,2024-12-24 12:39:03
305.19,Conakry,1011,2024-12-24 12:39:03
297.22,Dakar,1013,2024-12-24 12:39:03
283.14,Toulouse,1029,2024-12-24 12:38:02
284.11, Nantes,1029,2024-12-24 12:38:02
269.58, Grenoble,1026,2024-12-24 12:38:02
281.54, Marseille,1019,2024-12-24 12:38:02
277.32, Lyon,1029,2024-12-24 12:38:02
264.33,Montreal,1023,2024-12-24 12:38:02
272.55,New York,1027,2024-12-24 12:38:02
305.19,Conakry,1011,2024-12-24 12:38:02
297.22,Dakar,1013,2024-12-24 12:38:02
283.14,Toulouse,1029,2024-12-24 12:37:03
284.11, Nantes,1030,2024-12-24 12:37:03
269.58, Grenoble,1026,2024-12-24 12:37:03
281.54, Marseille,1019,2024-12-24 12:37:03
277.4, Lyon,1029,2024-12-24 12:37:03
264.33,Montreal,1023,2024-12-24 12:37:03
272.54,New York,1027,2024-12-24 12:37:03
305.19,Conakry,1012,2024-12-24 12:37:03
297.22,Dakar,1014,2024-12-24 12:37:03
283.14,Toulouse,1029,2024-12-24 12:36:02
284.11, Nantes,1030,2024-12-24 12:36:02
269.58, Grenoble,1026,2024-12-24 12:36:02
281.54, Marseille,1019,2024-12-24 12:36:02
277.4, Lyon,1029,2024-12-24 12:36:02
264.56,Montreal,1023,2024-12-24 12:36:02
272.54,New York,1027,2024-12-24 12:36:02
305.19,Conakry,1012,2024-12-24 12:36:02
297.22,Dakar,1014,2024-12-24 12:36:02
283.14,Toulouse,1029,2024-12-24 12:35:03
284.11, Nantes,1030,2024-12-24 12:35:03
269.58, Grenoble,1026,2024-12-24 12:35:03
281.54, Marseille,1019,2024-12-24 12:35:03
277.4, Lyon,1029,2024-12-24 12:35:03
264.56,Montreal,1023,2024-12-24 12:35:03
272.54,New York,1027,2024-12-24 12:35:03
305.19,Conakry,1012,2024-12-24 12:35:03
297.22,Dakar,1014,2024-12-24 12:35:03
283.14,Toulouse,1029,2024-12-24 12:34:04
284.11, Nantes,1030,2024-12-24 12:34:04
269.58, Grenoble,1026,2024-12-24 12:34:04
281.54, Marseille,1019,2024-12-24 12:34:04
277.4, Lyon,1029,2024-12-24 12:34:04
264.56,Montreal,1023,2024-12-24 12:34:04
272.54,New York,1027,2024-12-24 12:34:04
305.19,Conakry,1012,2024-12-24 12:34:04
297.22,Dakar,1014,2024-12-24 12:34:04
283.14,Toulouse,1029,2024-12-24 12:33:03
284.11, Nantes,1030,2024-12-24 12:33:03
269.58, Grenoble,1026,2024-12-24 12:33:03
281.54, Marseille,1019,2024-12-24 12:33:03
277.4, Lyon,1029,2024-12-24 12:33:03
264.56,Montreal,1023,2024-12-24 12:33:03
272.54,New York,1027,2024-12-24 12:33:03
305.19,Conakry,1012,2024-12-24 12:33:03
297.22,Dakar,1014,2024-12-24 12:33:03
283.14,Toulouse,1029,2024-12-24 12:32:04
284.11, Nantes,1030,2024-12-24 12:32:04
269.58, Grenoble,1026,2024-12-24 12:32:04
281.54, Marseille,1019,2024-12-24 12:32:04
277.4, Lyon,1029,2024-12-24 12:32:04
264.56,Montreal,1023,2024-12-24 12:32:04
272.54,New York,1027,2024-12-24 12:32:04
305.19,Conakry,1012,2024-12-24 12:32:04
297.22,Dakar,1014,2024-12-24 12:32:04
283.14,Toulouse,1029,2024-12-24 12:31:03
284.11, Nantes,1030,2024-12-24 12:31:03
269.58, Grenoble,1026,2024-12-24 12:31:03
281.54, Marseille,1019,2024-12-24 12:31:03
277.4, Lyon,1029,2024-12-24 12:31:03
264.56,Montreal,1023,2024-12-24 12:31:03
272.47,New York,1027,2024-12-24 12:31:03
305.19,Conakry,1012,2024-12-24 12:31:03
297.22,Dakar,1014,2024-12-24 12:31:03
283.14,Toulouse,1029,2024-12-24 12:30:04
284.11, Nantes,1030,2024-12-24 12:30:04
269.58, Grenoble,1026,2024-12-24 12:30:04
281.54, Marseille,1019,2024-12-24 12:30:04
277.4, Lyon,1029,2024-12-24 12:30:04
264.56,Montreal,1023,2024-12-24 12:30:04
272.47,New York,1027,2024-12-24 12:30:04
305.19,Conakry,1012,2024-12-24 12:30:04
297.22,Dakar,1014,2024-12-24 12:30:04
283.14,Toulouse,1029,2024-12-24 12:29:03
284.11, Nantes,1030,2024-12-24 12:29:03
269.58, Grenoble,1026,2024-12-24 12:29:03
281.54, Marseille,1019,2024-12-24 12:29:03
277.4, Lyon,1029,2024-12-24 12:29:03
264.56,Montreal,1023,2024-12-24 12:29:03
272.47,New York,1027,2024-12-24 12:29:03
305.19,Conakry,1012,2024-12-24 12:29:03
297.22,Dakar,1014,2024-12-24 12:29:03
283.14,Toulouse,1029,2024-12-24 12:28:03
284.11, Nantes,1030,2024-12-24 12:28:03
269.58, Grenoble,1026,2024-12-24 12:28:03
281.54, Marseille,1019,2024-12-24 12:28:03
277.4, Lyon,1029,2024-12-24 12:28:03
264.56,Montreal,1023,2024-12-24 12:28:03
272.5,New York,1027,2024-12-24 12:28:03
305.19,Conakry,1012,2024-12-24 12:28:03
297.22,Dakar,1014,2024-12-24 12:28:03
283.14,Toulouse,1029,2024-12-24 12:27:04
284.11, Nantes,1030,2024-12-24 12:27:04
269.58, Grenoble,1026,2024-12-24 12:27:04
281.54, Marseille,1019,2024-12-24 12:27:04
277.4, Lyon,1029,2024-12-24 12:27:04
264.56,Montreal,1023,2024-12-24 12:27:04
272.5,New York,1027,2024-12-24 12:27:04
305.19,Conakry,1012,2024-12-24 12:27:04
297.22,Dakar,1014,2024-12-24 12:27:04
283.14,Toulouse,1029,2024-12-24 12:26:03
